year,state,electiondistrict,runoff,special,candidate,party,writein,candidatevotes,totalvotes
1996,Texas,TX27,FALSE,FALSE,Solomon P. Ortiz,democrat,FALSE,97350,150600
1996,Texas,TX28,FALSE,FALSE,Mark L. Cude,republican,FALSE,34191,146135
1996,Texas,TX28,FALSE,FALSE,Frank Tejeda,democrat,FALSE,110148,146135
1996,Texas,TX28,FALSE,FALSE,Clifford Finley,natural law,FALSE,1796,146135
1996,Texas,TX29,FALSE,TRUE,Jack W. Klinger,u.s. taxpayers,FALSE,1340,91472
1996,Texas,TX29,FALSE,TRUE,Jack Rodriguez,republican,FALSE,28381,91472
1996,Texas,TX29,FALSE,TRUE,Gene Green,democrat,FALSE,61751,91472
1996,Texas,TX30,FALSE,TRUE,Lisa Hembry,independent,FALSE,3501,113072
1996,Texas,TX30,FALSE,TRUE,James L. Sweatt,democrat,FALSE,9909,113072
1996,Texas,TX30,FALSE,TRUE,Marvin E. Crenshaw,democrat,FALSE,7765,113072
1996,Texas,TX30,FALSE,TRUE,Stevan A. Hammond,independent,FALSE,468,113072
1996,Texas,TX30,FALSE,TRUE,Ada Grenado,independent,FALSE,1278,113072
1996,Texas,TX30,FALSE,TRUE,Lisa Kitterman,republican,FALSE,7761,113072
1996,Texas,TX30,FALSE,TRUE,NA,NA,TRUE,3,113072
1996,Texas,TX30,FALSE,TRUE,Eddie Bernice Johnson,democrat,FALSE,61723,113072
1996,Texas,TX30,FALSE,TRUE,John Hendry,republican,FALSE,20664,113072
1996,Utah,UT1,FALSE,FALSE,Gregory J. Sanders,democrat,FALSE,65866,219779
1996,Utah,UT1,FALSE,FALSE,Randall Tolpinrud,natural law,FALSE,3787,219779
1996,Utah,UT1,FALSE,FALSE,James V. Hansen,republican,FALSE,150126,219779
1996,Utah,UT2,FALSE,FALSE,Arly H. Pedersen,independent american,FALSE,3070,236321
1996,Utah,UT2,FALSE,FALSE,NA,NA,TRUE,24,236321
1996,Utah,UT2,FALSE,FALSE,Merrill Cook,republican,FALSE,129963,236321
1996,Utah,UT2,FALSE,FALSE,Ross C. Anderson,democrat,FALSE,100283,236321
1996,Utah,UT2,FALSE,FALSE,Catherine Carter,natural law,FALSE,2981,236321
1996,Utah,UT3,FALSE,FALSE,Amy L. Lassen,libertarian,FALSE,2341,207715
1996,Utah,UT3,FALSE,FALSE,"Gerald """"Bear"""" Slothower",unaffiliated,FALSE,706,207715
1996,Utah,UT3,FALSE,FALSE,Bill Orton,democrat,FALSE,98178,207715
1996,Utah,UT3,FALSE,FALSE,John Phillip Langford,socialist workers,FALSE,270,207715
1996,Utah,UT3,FALSE,FALSE,Chris Cannon,republican,FALSE,106220,207715
1996,Vermont,VT0,FALSE,FALSE,Robert Melamede,grassroots,FALSE,1350,254706
1996,Vermont,VT0,FALSE,FALSE,Bernard Sanders,independent,FALSE,140678,254706
1996,Vermont,VT0,FALSE,FALSE,Norio Kushi,natural law,FALSE,812,254706
1996,Vermont,VT0,FALSE,FALSE,NA,NA,TRUE,357,254706
1996,Vermont,VT0,FALSE,FALSE,Susan W. Sweetser,republican,FALSE,83021,254706
1996,Vermont,VT0,FALSE,FALSE,Jack Long,democrat,FALSE,23830,254706
1996,Vermont,VT0,FALSE,FALSE,Thomas J. Morse,libertarian,FALSE,2693,254706
1996,Vermont,VT0,FALSE,FALSE,Peter Diamondstone,liberty union,FALSE,1965,254706
1996,Virginia,VA1,FALSE,FALSE,Herbert H. Bateman,republican,FALSE,165574,167235
1996,Virginia,VA1,FALSE,FALSE,NA,NA,TRUE,1661,167235
1996,Virginia,VA2,FALSE,FALSE,John F. Tate,republican,FALSE,57586,163996
1996,Virginia,VA2,FALSE,FALSE,NA,NA,TRUE,195,163996
1996,Virginia,VA2,FALSE,FALSE,Owen B. Pickett,democrat,FALSE,106215,163996
1996,Virginia,VA3,FALSE,FALSE,Robert C. Scott,democrat,FALSE,118603,144418
1996,Virginia,VA3,FALSE,FALSE,NA,NA,TRUE,34,144418
1996,Virginia,VA3,FALSE,FALSE,Elsie Goodwyn Holland,republican,FALSE,25781,144418
1996,Virginia,VA4,FALSE,FALSE,"Anthony J. """"Tony"""" Zevgolis",republican,FALSE,43516,203666
1996,Virginia,VA4,FALSE,FALSE,NA,NA,TRUE,50,203666
1996,Virginia,VA4,FALSE,FALSE,Norman Sisisky,democrat,FALSE,160100,203666
1996,Virginia,VA5,FALSE,FALSE,George C. Landrith III,republican,FALSE,70869,197923
1996,Virginia,VA5,FALSE,FALSE,NA,NA,TRUE,104,197923
1996,Virginia,VA5,FALSE,FALSE,"George R. """"Tex"""" Wood",reform,FALSE,6627,197923
1996,Virginia,VA5,FALSE,FALSE,Virgil H. Goode Jr.,democrat,FALSE,120323,197923
1996,Virginia,VA6,FALSE,FALSE,NA,NA,TRUE,71,199361
1996,Virginia,VA6,FALSE,FALSE,Jeffrey W. Grey,democrat,FALSE,61485,199361
1996,Virginia,VA6,FALSE,FALSE,Bob Goodlatte,republican,FALSE,133576,199361
1996,Virginia,VA6,FALSE,FALSE,Jay P. Rutledge,independent,FALSE,4229,199361
1996,Virginia,VA7,FALSE,FALSE,Roderic H. Slayton,democrat,FALSE,51206,252505
1996,Virginia,VA7,FALSE,FALSE,Bradley E. Evans,independent,FALSE,11527,252505
1996,Virginia,VA7,FALSE,FALSE,NA,NA,TRUE,128,252505
1996,Virginia,VA7,FALSE,FALSE,Tom Bliley,republican,FALSE,189644,252505
1996,Virginia,VA8,FALSE,FALSE,R. Ward Edmonds,reform,FALSE,6243,229421
1996,Virginia,VA8,FALSE,FALSE,NA,NA,TRUE,303,229421
1996,Virginia,VA8,FALSE,FALSE,James P. Moran,democrat,FALSE,152334,229421
1996,Virginia,VA8,FALSE,FALSE,John E. Otey,republican,FALSE,64562,229421
1996,Virginia,VA8,FALSE,FALSE,Charles Stenard Severance,independent,FALSE,740,229421
1996,Virginia,VA8,FALSE,FALSE,Sarina J. Grosswald,independent,FALSE,5239,229421
1996,Virginia,VA9,FALSE,FALSE,Rick Boucher,democrat,FALSE,122908,189077
1996,Virginia,VA9,FALSE,FALSE,"Thomas I. """"Tom"""" Roberts",reform,FALSE,8080,189077
1996,Virginia,VA9,FALSE,FALSE,NA,NA,TRUE,34,189077
1996,Virginia,VA9,FALSE,FALSE,Patrick C. Muldoon,republican,FALSE,58055,189077
1996,Virginia,VA10,FALSE,FALSE,Gary A. Reams,independent,FALSE,6500,235013
1996,Virginia,VA10,FALSE,FALSE,"Robert L. """"Bob"""" Weinberg",democrat,FALSE,59145,235013
1996,Virginia,VA10,FALSE,FALSE,Frank R. Wolf,republican,FALSE,169266,235013
1996,Virginia,VA10,FALSE,FALSE,NA,NA,TRUE,102,235013
1996,Virginia,VA11,FALSE,FALSE,"C. W. """"Levi"""" Levy",independent,FALSE,2842,216482
1996,Virginia,VA11,FALSE,FALSE,Thomas M. Davis,republican,FALSE,138758,216482
1996,Virginia,VA11,FALSE,FALSE,NA,NA,TRUE,181,216482
1996,Virginia,VA11,FALSE,FALSE,"Thomas J. """"Tom"""" Horton",democrat,FALSE,74701,216482
1996,Washington,WA1,FALSE,FALSE,Jeff Coopersmith,democrat,FALSE,122187,264135
1996,Washington,WA1,FALSE,FALSE,Rick White,republican,FALSE,141948,264135
1996,Washington,WA2,FALSE,FALSE,Kevin Quigley,democrat,FALSE,122728,256944
1996,Washington,WA2,FALSE,FALSE,Jack Metcalf,republican,FALSE,124655,256944
1996,Washington,WA2,FALSE,FALSE,Karen Leibrant,natural law,FALSE,9561,256944
1996,Washington,WA3,FALSE,FALSE,Brian Baird,democrat,FALSE,122230,245347
1996,Washington,WA3,FALSE,FALSE,Linda Smith,republican,FALSE,123117,245347
1996,Washington,WA4,FALSE,FALSE,Doc Hastings,republican,FALSE,108647,205149
1996,Washington,WA4,FALSE,FALSE,Rick Locke,democrat,FALSE,96502,205149
1996,Washington,WA5,FALSE,FALSE,George R. Nethercutt Jr.,republican,FALSE,131618,236784
1996,Washington,WA5,FALSE,FALSE,Judy Olson,democrat,FALSE,105166,236784
1996,Washington,WA6,FALSE,FALSE,Bill Tinsley,republican,FALSE,71337,235910
1996,Washington,WA6,FALSE,FALSE,Norman D. Dicks,democrat,FALSE,155467,235910
1996,Washington,WA6,FALSE,FALSE,Michael Huddleston,natural law,FALSE,3545,235910
1996,Washington,WA6,FALSE,FALSE,Ted Haley,independent,FALSE,5561,235910
1996,Washington,WA7,FALSE,FALSE,Frank Kleschen,republican,FALSE,49341,259094
1996,Washington,WA7,FALSE,FALSE,Jim McDermott,democrat,FALSE,209753,259094
1996,Washington,WA8,FALSE,FALSE,Jennifer Dunn,republican,FALSE,170691,261031
1996,Washington,WA8,FALSE,FALSE,Dave Little,democrat,FALSE,90340,261031
1996,Washington,WA9,FALSE,FALSE,Adam Smith,democrat,FALSE,105236,209867
1996,Washington,WA9,FALSE,FALSE,Randy Tate,republican,FALSE,99199,209867
1996,Washington,WA9,FALSE,FALSE,David Gruenstein,natural law,FALSE,5432,209867
1996,West Virginia,WV1,FALSE,FALSE,Alan B. Mollohan,democrat,FALSE,171334,171334
1996,West Virginia,WV2,FALSE,FALSE,Robert E. Wise Jr.,democrat,FALSE,141551,205484
1996,West Virginia,WV2,FALSE,FALSE,Greg Morris,republican,FALSE,63933,205484
1996,West Virginia,WV3,FALSE,FALSE,Nick J. Rahall II,democrat,FALSE,145550,145550
1996,Wisconsin,WI1,FALSE,FALSE,Lydia C. Spottswood,democrat,FALSE,114148,232801
1996,Wisconsin,WI1,FALSE,FALSE,scatter,,FALSE,245,232801
1996,Wisconsin,WI1,FALSE,FALSE,Mark W. Neumann,republican,FALSE,118408,232801
1996,Wisconsin,WI2,FALSE,FALSE,Scott L. Klug,republican,FALSE,154557,269374
1996,Wisconsin,WI2,FALSE,FALSE,Paul R. Soglin,democrat,FALSE,110467,269374
1996,Wisconsin,WI2,FALSE,FALSE,scatter,,FALSE,124,269374
1996,Wisconsin,WI2,FALSE,FALSE,Ben Masel,liberty union,FALSE,4226,269374
1996,Wisconsin,WI3,FALSE,FALSE,James E. Harsdorf,republican,FALSE,112146,234650
1996,Wisconsin,WI3,FALSE,FALSE,scatter,,FALSE,537,234650
1996,Wisconsin,WI3,FALSE,FALSE,Ron Kind,democrat,FALSE,121967,234650
1996,Wisconsin,WI4,FALSE,FALSE,Tom Reynolds,republican,FALSE,98438,233284
1996,Wisconsin,WI4,FALSE,FALSE,Gerlad D. Kleczka,democrat,FALSE,134470,233284
1996,Wisconsin,WI4,FALSE,FALSE,scatter,,FALSE,376,233284
1996,Wisconsin,WI5,FALSE,FALSE,scatter,,FALSE,310,192569
1996,Wisconsin,WI5,FALSE,FALSE,James D. Soderna,u.s. taxpayers,FALSE,3696,192569
1996,Wisconsin,WI5,FALSE,FALSE,Thomas M. Barrett,democrat,FALSE,141179,192569
1996,Wisconsin,WI5,FALSE,FALSE,Paul D. Melotik,republican,FALSE,47384,192569
1996,Wisconsin,WI6,FALSE,FALSE,Timothy Farness,u.s. taxpayers,FALSE,2532,231719
1996,Wisconsin,WI6,FALSE,FALSE,Al Lindskoog,democrat,FALSE,55377,231719
1996,Wisconsin,WI6,FALSE,FALSE,James Dean,libertarian,FALSE,4494,231719
1996,Wisconsin,WI6,FALSE,FALSE,Thomas E. Petri,republican,FALSE,169213,231719
1996,Wisconsin,WI6,FALSE,FALSE,scatter,,FALSE,103,231719
1996,Wisconsin,WI7,FALSE,FALSE,scatter,,FALSE,105,240898
1996,Wisconsin,WI7,FALSE,FALSE,David R. Obey,democrat,FALSE,137428,240898
1996,Wisconsin,WI7,FALSE,FALSE,Scott West,republican,FALSE,103365,240898
1996,Wisconsin,WI8,FALSE,FALSE,scatter,,FALSE,208,249157
1996,Wisconsin,WI8,FALSE,FALSE,Jay W. Johnson,democrat,FALSE,129551,249157
1996,Wisconsin,WI8,FALSE,FALSE,David Prosser,republican,FALSE,119398,249157
1996,Wisconsin,WI9,FALSE,FALSE,Floyd Brenholt,democrat,FALSE,67740,265875
1996,Wisconsin,WI9,FALSE,FALSE,scatter,,FALSE,225,265875
1996,Wisconsin,WI9,FALSE,FALSE,F. James Sensenbrenner,republican,FALSE,197910,265875
1996,Wyoming,WY0,FALSE,FALSE,Barbara Cubin,republican,FALSE,116004,209983
1996,Wyoming,WY0,FALSE,FALSE,Pete Maxfield,democrat,FALSE,85724,209983
1996,Wyoming,WY0,FALSE,FALSE,Dave Dawson,libertarian,FALSE,8255,209983
1998,Alabama,AL1,FALSE,FALSE,NA,NA,TRUE,692,113564
1998,Alabama,AL1,FALSE,FALSE,Sonny Callahan,republican,FALSE,112872,113564
1998,Alabama,AL2,FALSE,FALSE,NA,NA,TRUE,105,189669
1998,Alabama,AL2,FALSE,FALSE,Terry Everett,republican,FALSE,131428,189669
1998,Alabama,AL2,FALSE,FALSE,Joe Fondren,democrat,FALSE,58136,189669
1998,Alabama,AL3,FALSE,FALSE,Bob Riley,republican,FALSE,101731,175217
1998,Alabama,AL3,FALSE,FALSE,NA,NA,TRUE,129,175217
1998,Alabama,AL3,FALSE,FALSE,Joe Turnham,democrat,FALSE,73357,175217
1998,Alabama,AL4,FALSE,FALSE,Don Bevill,democrat,FALSE,82065,188476
1998,Alabama,AL4,FALSE,FALSE,Robert B. Aderholt,republican,FALSE,106297,188476
1998,Alabama,AL4,FALSE,FALSE,NA,NA,TRUE,114,188476
1998,Alabama,AL5,FALSE,FALSE,Gil Aust,republican,FALSE,58536,193490
1998,Alabama,AL5,FALSE,FALSE,"Robert E. (Bud) Cramer, Jr.",democrat,FALSE,134819,193490
1998,Alabama,AL5,FALSE,FALSE,NA,NA,TRUE,135,193490
1998,Alabama,AL6,FALSE,FALSE,Spencer Bachus,republican,FALSE,154761,215582
1998,Alabama,AL6,FALSE,FALSE,NA,NA,TRUE,164,215582
1998,Alabama,AL6,FALSE,FALSE,Donna Wesson Smalley,democrat,FALSE,60657,215582
1998,Alabama,AL7,FALSE,FALSE,NA,NA,TRUE,2750,139181
1998,Alabama,AL7,FALSE,FALSE,Earl F. Hilliard,democrat,FALSE,136431,139181
1998,Alaska,AK0,FALSE,FALSE,Jim Duncan,democrat,FALSE,77232,223300
1998,Alaska,AK0,FALSE,FALSE,"John J. G. """"Johnny"""" Grames",green,FALSE,5923,223300
1998,Alaska,AK0,FALSE,FALSE,Don Young,republican,FALSE,139676,223300
1998,Alaska,AK0,FALSE,FALSE,NA,NA,TRUE,469,223300
1998,Arizona,AZ1,FALSE,FALSE,David Mendoza,democrat,FALSE,54108,152948
1998,Arizona,AZ1,FALSE,FALSE,Matt Salmon,republican,FALSE,98840,152948
1998,Arizona,AZ2,FALSE,FALSE,Gregoy Schultz,reform,FALSE,911,84363
1998,Arizona,AZ2,FALSE,FALSE,Ed Barron,republican,FALSE,23628,84363
1998,Arizona,AZ2,FALSE,FALSE,Rick Duncan,libertarian,FALSE,2646,84363
1998,Arizona,AZ2,FALSE,FALSE,Ed Pastor,democrat,FALSE,57178,84363
1998,Arizona,AZ3,FALSE,FALSE,NA,NA,TRUE,26,204623
1998,Arizona,AZ3,FALSE,FALSE,Bob Stump,republican,FALSE,137618,204623
1998,Arizona,AZ3,FALSE,FALSE,Stuart Marc Starky,democrat,FALSE,66979,204623
1998,Arizona,AZ4,FALSE,FALSE,Eric Ehst,democrat,FALSE,49538,158822
1998,Arizona,AZ4,FALSE,FALSE,Ernest Hancock,libertarian,FALSE,3805,158822
1998,Arizona,AZ4,FALSE,FALSE,John B. Shadegg,republican,FALSE,102722,158822
1998,Arizona,AZ4,FALSE,FALSE,Doug Quelland,independent,FALSE,2757,158822
1998,Arizona,AZ5,FALSE,FALSE,Tom Volgy,democrat,FALSE,91030,201473
1998,Arizona,AZ5,FALSE,FALSE,Jim Kolbe,republican,FALSE,103952,201473
1998,Arizona,AZ5,FALSE,FALSE,"Robert """"Bob"""" Connery, Sr.",reform,FALSE,1545,201473
1998,Arizona,AZ5,FALSE,FALSE,Phil Murphy,libertarian,FALSE,4946,201473
1998,Arizona,AZ6,FALSE,FALSE,J. D. Hayworth,republican,FALSE,106891,201537
1998,Arizona,AZ6,FALSE,FALSE,Robert Anderson,libertarian,FALSE,6645,201537
1998,Arizona,AZ6,FALSE,FALSE,Steve Owens,democrat,FALSE,88001,201537
1998,Arkansas,AR1,FALSE,FALSE,Marion Berry,democrat,FALSE,1,1
1998,Arkansas,AR2,FALSE,FALSE,Vic Snyder,democrat,FALSE,100334,173071
1998,Arkansas,AR2,FALSE,FALSE,Phil Wyrick,republican,FALSE,72737,173071
1998,Arkansas,AR3,FALSE,FALSE,Asa Hutchinson,republican,FALSE,154780,191697
1998,Arkansas,AR3,FALSE,FALSE,Ralph Forbes,reform,FALSE,36917,191697
1998,Arkansas,AR4,FALSE,FALSE,Judy Smith,democrat,FALSE,68194,160540
1998,Arkansas,AR4,FALSE,FALSE,Jay Dickey,republican,FALSE,92346,160540
1998,California,CA1,FALSE,FALSE,Mike Thompson,democrat,FALSE,121713,196805
1998,California,CA1,FALSE,FALSE,"Ernest K. Jones, Jr.",peace and freedom,FALSE,4996,196805
1998,California,CA1,FALSE,FALSE,Emil P. Rossi,libertarian,FALSE,5404,196805
1998,California,CA1,FALSE,FALSE,Mark C. Luce,republican,FALSE,64692,196805
1998,California,CA2,FALSE,FALSE,Roberts 'Rob' Braden,democrat,FALSE,70837,205347
1998,California,CA2,FALSE,FALSE,Wally Herger,republican,FALSE,128372,205347
1998,California,CA2,FALSE,FALSE,Patrice Thiessen,natural law,FALSE,6138,205347
1998,California,CA3,FALSE,FALSE,Sandie Dunn,democrat,FALSE,86471,192006
1998,California,CA3,FALSE,FALSE,Doug Ose,republican,FALSE,100621,192006
1998,California,CA3,FALSE,FALSE,Ross Crain,libertarian,FALSE,4914,192006
1998,California,CA4,FALSE,FALSE,Dan Winterrowd,libertarian,FALSE,7524,248224
1998,California,CA4,FALSE,FALSE,John T. Doolittle,republican,FALSE,155306,248224
1998,California,CA4,FALSE,FALSE,David Shapiro,democrat,FALSE,85394,248224
1998,California,CA5,FALSE,FALSE,Robert T. Matsui,democrat,FALSE,130715,181768
1998,California,CA5,FALSE,FALSE,Douglas Arthur Tuma,libertarian,FALSE,3746,181768
1998,California,CA5,FALSE,FALSE,Robert S. Dinsmore,republican,FALSE,47307,181768
1998,California,CA6,FALSE,FALSE,Lynn C. Woolsey,democrat,FALSE,158446,232981
1998,California,CA6,FALSE,FALSE,Ken McAuliffe,republican,FALSE,69295,232981
1998,California,CA6,FALSE,FALSE,Alan R. Barreca,natural law,FALSE,5240,232981
1998,California,CA7,FALSE,FALSE,George Miller,democrat,FALSE,125842,164132
1998,California,CA7,FALSE,FALSE,Norman H. Reece,republican,FALSE,38290,164132
1998,California,CA8,FALSE,FALSE,Nancy Pelosi,democrat,FALSE,148027,172462
1998,California,CA8,FALSE,FALSE,David J. Martz,republican,FALSE,20781,172462
1998,California,CA8,FALSE,FALSE,David Smithstein,natural law,FALSE,3654,172462
1998,California,CA9,FALSE,FALSE,Gerald Sanders,peace and freedom,FALSE,4767,169895
1998,California,CA9,FALSE,FALSE,Walter Ruehlig,natural law,FALSE,1975,169895
1998,California,CA9,FALSE,FALSE,Claiborne 'Clay' Sanders,republican,FALSE,22431,169895
1998,California,CA9,FALSE,FALSE,Barbara Lee,democrat,FALSE,140722,169895
1998,California,CA10,FALSE,FALSE,John Place,reform,FALSE,3435,237809
1998,California,CA10,FALSE,FALSE,Charles Ball,republican,FALSE,103299,237809
1998,California,CA10,FALSE,FALSE,Valerie Janlois,natural law,FALSE,3941,237809
1998,California,CA10,FALSE,FALSE,Ellen O. Tauscher,democrat,FALSE,127134,237809
1998,California,CA11,FALSE,FALSE,Robert L. Figueroa,democrat,FALSE,56345,155449
1998,California,CA11,FALSE,FALSE,Richard W. Pombo,republican,FALSE,95496,155449
1998,California,CA11,FALSE,FALSE,Jesse Baird,libertarian,FALSE,3608,155449
1998,California,CA12,FALSE,FALSE,Robert H. Evans,republican,FALSE,36562,173212
1998,California,CA12,FALSE,FALSE,Tom Lantos,democrat,FALSE,128135,173212
1998,California,CA12,FALSE,FALSE,Michael J. Moloney,libertarian,FALSE,8515,173212
1998,California,CA13,FALSE,FALSE,James R. Goetz,republican,FALSE,38050,142787
1998,California,CA13,FALSE,FALSE,Fortney Pete Stark,democrat,FALSE,101671,142787
1998,California,CA13,FALSE,FALSE,Karnig Beylikjian,natural law,FALSE,3066,142787
1998,California,CA14,FALSE,FALSE,Anna Currivan,natural law,FALSE,2362,188910
1998,California,CA14,FALSE,FALSE,Joseph W. Dehn III,libertarian,FALSE,3166,188910
1998,California,CA14,FALSE,FALSE,Anna G. Eshoo,democrat,FALSE,129663,188910
1998,California,CA14,FALSE,FALSE,John C. 'Chris' Haugen,republican,FALSE,53719,188910
1998,California,CA15,FALSE,FALSE,Dick Lane,democrat,FALSE,70059,184778
1998,California,CA15,FALSE,FALSE,Tom Campbell,republican,FALSE,111876,184778
1998,California,CA15,FALSE,FALSE,Frank Strutner,natural law,FALSE,2843,184778
1998,California,CA16,FALSE,FALSE,Zoe Lofgren,democrat,FALSE,85503,117414
1998,California,CA16,FALSE,FALSE,Horace Eugene Thayn,republican,FALSE,27494,117414
1998,California,CA16,FALSE,FALSE,John H. Black,natural law,FALSE,4417,117414
1998,California,CA17,FALSE,FALSE,Sam Farr,democrat,FALSE,103719,160690
1998,California,CA17,FALSE,FALSE,Scott R. Hartley,natural law,FALSE,1710,160690
1998,California,CA17,FALSE,FALSE,Rick S. Garrett,libertarian,FALSE,2791,160690
1998,California,CA17,FALSE,FALSE,Bill McCampbell,republican,FALSE,52470,160690
1998,California,CA18,FALSE,FALSE,Linda M. Degroat,libertarian,FALSE,18089,136931
1998,California,CA18,FALSE,FALSE,Gary A. Condit,democrat,FALSE,118842,136931
1998,California,CA19,FALSE,FALSE,Jonathan Richter,libertarian,FALSE,34044,165149
1998,California,CA19,FALSE,FALSE,George P. Radanovich,republican,FALSE,131105,165149
1998,California,CA20,FALSE,FALSE,Cliff Unruh,republican,FALSE,39183,99782
1998,California,CA20,FALSE,FALSE,Calvin M. Dooley,democrat,FALSE,60599,99782
1998,California,CA21,FALSE,FALSE,John Evans,reform,FALSE,30994,146983
1998,California,CA21,FALSE,FALSE,William M. Thomas,republican,FALSE,115989,146983
1998,California,CA22,FALSE,FALSE,"Tom J. Bordonaro, Jr.",republican,FALSE,85927,199264
1998,California,CA22,FALSE,FALSE,Robert Bakhaus,libertarian,FALSE,2579,199264
1998,California,CA22,FALSE,FALSE,Richard D. 'Dick' Porter,reform,FALSE,1241,199264
1998,California,CA22,FALSE,FALSE,Lois Capps,democrat,FALSE,109517,199264
1998,California,CA23,FALSE,FALSE,Daniel 'Dan' Gonzalez,democrat,FALSE,64032,160354
1998,California,CA23,FALSE,FALSE,Elton Gallegly,republican,FALSE,96322,160354
1998,California,CA24,FALSE,FALSE,Catherine Carter,natural law,FALSE,3033,180580
1998,California,CA24,FALSE,FALSE,Erich D. Miller,libertarian,FALSE,2695,180580
1998,California,CA24,FALSE,FALSE,Randy Hoffman,republican,FALSE,69501,180580
1998,California,CA24,FALSE,FALSE,Ralph Shroyer,peace and freedom,FALSE,1860,180580
1998,California,CA24,FALSE,FALSE,Brad Sherman,democrat,FALSE,103491,180580
1998,California,CA25,FALSE,FALSE,Bruce R. Acker,libertarian,FALSE,38669,152682
1998,California,CA25,FALSE,FALSE,"Howard P. """"Buck"""" McKeon",republican,FALSE,114013,152682
1998,California,CA26,FALSE,FALSE,Maria Armoudian,green,FALSE,4858,83662
1998,California,CA26,FALSE,FALSE,David L. Cossak,natural law,FALSE,3248,83662
1998,California,CA26,FALSE,FALSE,Howard L. Berman,democrat,FALSE,69000,83662
1998,California,CA26,FALSE,FALSE,Juan Carlos Ros,libertarian,FALSE,6556,83662
1998,California,CA27,FALSE,FALSE,Bob New,libertarian,FALSE,4489,159066
1998,California,CA27,FALSE,FALSE,Barry A. Gordon,democrat,FALSE,73875,159066
1998,California,CA27,FALSE,FALSE,James E. Rogan,republican,FALSE,80702,159066
1998,California,CA28,FALSE,FALSE,Janice M. Nelson,democrat,FALSE,61721,157200
1998,California,CA28,FALSE,FALSE,Walt Contreras Sheasby,green,FALSE,1954,157200
1998,California,CA28,FALSE,FALSE,M. Lawrence Allison,natural law,FALSE,819,157200
1998,California,CA28,FALSE,FALSE,David Dreier,republican,FALSE,90607,157200
1998,California,CA28,FALSE,FALSE,Jerry R. Douglas,libertarian,FALSE,2099,157200
1998,California,CA29,FALSE,FALSE,Mike Binkley,libertarian,FALSE,3534,178094
1998,California,CA29,FALSE,FALSE,Mike Gottlieb,republican,FALSE,40282,178094
1998,California,CA29,FALSE,FALSE,Henry A. Waxman,democrat,FALSE,131561,178094
1998,California,CA29,FALSE,FALSE,Karen Blasdell-Wilkinson,natural law,FALSE,2717,178094
1998,California,CA30,FALSE,FALSE,Xavier Becerra,democrat,FALSE,58230,70671
1998,California,CA30,FALSE,FALSE,Patricia Parker,republican,FALSE,12441,70671
1998,California,CA31,FALSE,FALSE,Michael B. Everling,libertarian,FALSE,1121,87360
1998,California,CA31,FALSE,FALSE,Matthew G. Martinez,democrat,FALSE,61173,87360
1998,California,CA31,FALSE,FALSE,Krista Lieberg-Wong,green,FALSE,4377,87360
1998,California,CA31,FALSE,FALSE,Gary Hearne,natural law,FALSE,903,87360
1998,California,CA31,FALSE,FALSE,Frank C. Moreno,republican,FALSE,19786,87360
1998,California,CA32,FALSE,FALSE,Velko Milosevich,libertarian,FALSE,2617,129492
1998,California,CA32,FALSE,FALSE,Julian C. Dixon,democrat,FALSE,112253,129492
1998,California,CA32,FALSE,FALSE,Laurence Ardito,republican,FALSE,14622,129492
1998,California,CA33,FALSE,FALSE,Lucille Roybal-Allard,democrat,FALSE,43310,49674
1998,California,CA33,FALSE,FALSE,Wayne Miller,republican,FALSE,6364,49674
1998,California,CA34,FALSE,FALSE,Walter Scott,american independent,FALSE,2088,113075
1998,California,CA34,FALSE,FALSE,Ed Perez,republican,FALSE,32321,113075
1998,California,CA34,FALSE,FALSE,Grace Flores Napolitano,democrat,FALSE,76471,113075
1998,California,CA34,FALSE,FALSE,Jason Heath,libertarian,FALSE,2195,113075
1998,California,CA35,FALSE,FALSE,Gordon Michael Mego,american independent,FALSE,9413,88145
1998,California,CA35,FALSE,FALSE,Maxine Waters,democrat,FALSE,78732,88145
1998,California,CA36,FALSE,FALSE,Kerry Welsh,libertarian,FALSE,3066,181706
1998,California,CA36,FALSE,FALSE,Janice Hahn,democrat,FALSE,84624,181706
1998,California,CA36,FALSE,FALSE,John R. Konopka,reform,FALSE,1561,181706
1998,California,CA36,FALSE,FALSE,Robin Barrett,green,FALSE,3612,181706
1998,California,CA36,FALSE,FALSE,Steven T. Kuykendall,republican,FALSE,88843,181706
1998,California,CA37,FALSE,FALSE,Saul E. Lankster,republican,FALSE,12301,82327
1998,California,CA37,FALSE,FALSE,Juanita Millender-McDonald,democrat,FALSE,70026,82327
1998,California,CA38,FALSE,FALSE,Peter Mathews,democrat,FALSE,59767,134858
1998,California,CA38,FALSE,FALSE,David Bowers,libertarian,FALSE,3705,134858
1998,California,CA38,FALSE,FALSE,Stephen Horn,republican,FALSE,71386,134858
1998,California,CA39,FALSE,FALSE,Edward R. Royce,republican,FALSE,97366,155465
1998,California,CA39,FALSE,FALSE,Jack Dean,libertarian,FALSE,3347,155465
1998,California,CA39,FALSE,FALSE,A. 'Cecy' R. Groom,democrat,FALSE,52815,155465
1998,California,CA39,FALSE,FALSE,Ron Jevning,natural law,FALSE,1937,155465
1998,California,CA40,FALSE,FALSE,Jerry Lewis,republican,FALSE,97406,150125
